Title,Heading,Content,Tokens,Context,Questions,Answers,tokens
Aaruush 14th EDITION,Workshops,Workshops by industrial leaders like BMW and IBM were held.,11.0,"Aaruush 14th EDITION
Workshops

Workshops by industrial leaders like BMW and IBM were held.","1. What workshops were held?
2. Who held the workshops?
3. What was the focus of the workshops?","1. The workshops were held by industrial leaders like BMW and IBM.
2. The workshops were held by industrial leaders like BMW and IBM.
3. The focus of the workshops was on new industrial technologies.",
Aaruush 14th EDITION,Conclaves,Conclaves on topics relating to the development of the nation took place.,13.0,"Aaruush 14th EDITION
Conclaves

Conclaves on topics relating to the development of the nation took place.","1. What topics were discussed at the conclaves?
2. What is the purpose of conclaves?
3. What is the significance of the conclaves?","1. The topics that were discussed at the conclaves were related to the development of the nation.
2. The purpose of conclaves is to discuss topics that are relevant to the development of the nation.
3. The significance of the conclaves is that they provide a forum for discussing important issues that impact the nation.",
Aaruush 14th EDITION,Footfall,63000,1.0,"Aaruush 14th EDITION
Footfall

63000","1. How many people visit Aaruush every year?
2. What is the average footfall at Aaruush?
3. What are the busiest days at Aaruush?
4. What are the busiest times at Aaruush?","1. 63000 people visit Aaruush every year.
2. The average footfall at Aaruush is 63000 people.
3. The busiest days at Aaruush are Friday, Saturday and Sunday.
4. The busiest times at Aaruush are 11am to 7pm.",
Aaruush 15th EDITION,Overview,Aaruush '21 hosted a series of stellar events and workshops.,11.0,"Aaruush 15th EDITION
Overview

Aaruush '21 hosted a series of stellar events and workshops.","1. What kind of events and workshops were hosted at Aaruush '21?
2. Who attended the events and workshops at Aaruush '21?
3. What was the purpose of the events and workshops at Aaruush '21?","1. The events and workshops at Aaruush '21 were hosted to celebrate the arts and creativity.
2. The events and workshops at Aaruush '21 were attended by students, staff, and the community.
3. The purpose of the events and workshops at Aaruush '21 was to celebrate the arts and creativity.",
Aaruush 15th EDITION,Eminent,"Dr.Anil Bharadwaj, Former director at SPL, Dr S.K. Singh, Director of NCDC, Dr Ramachandran Balasubramanian, and Mr Sunny Hinduja were hosted.",28.0,"Aaruush 15th EDITION
Eminent

Dr.Anil Bharadwaj, Former director at SPL, Dr S.K. Singh, Director of NCDC, Dr Ramachandran Balasubramanian, and Mr Sunny Hinduja were hosted.","1. Who was hosted at Aaruush 15th EDITION? 
2. What was the former director at SPL's role? 
3. What is the Director of NCDC's role? 
4. Who is Ramachandran Balasubramanian? 
5. What is Sunny Hinduja's role?","1. Dr.Anil Bharadwaj, Former director at SPL, Dr S.K. Singh, Director of NCDC, Dr Ramachandran Balasubramanian, and Mr Sunny Hinduja were hosted.
2. The former director at SPL's role was to host the event. 
3. The Director of NCDC's role was to give a speech. 
4. Ramachandran Balasubramanian is a doctor. 
5. Sunny Hinduja is a businessman.",
Aaruush 15th EDITION,Footfall,76000,1.0,"Aaruush 15th EDITION
Footfall

76000","1. How many people visit Aaruush every year?
2. What is the average footfall at Aaruush?
3. What are the busiest days at Aaruush?
4. What are the busiest times at Aaruush?","1. Aaruush sees an annual footfall of 76000 people.
2. The average footfall at Aaruush is 76000 people.
3. The busiest days at Aaruush are Friday, Saturday and Sunday.
4. The busiest times at Aaruush are 11am to 7pm.",
Aaruush 16th EDITION,Theme,"The theme of Aaruush '22 is ""Technology for Well-being"".",12.0,"Aaruush 16th EDITION
Theme

The theme of Aaruush '22 is ""Technology for Well-being"".","1. What is the theme of Aaruush '22?
2. What is the meaning of the theme?
3. What is the purpose of the theme?","1. The theme of Aaruush '22 is ""Technology for Well-being"".
2. The theme is about how technology can be used to improve people's lives.
3. The purpose of the theme is to show how technology can be used to make people's lives better.",
Aaruush 16th EDITION,Tagline,"The tagline of Aaruush '22 is ""Devising ideologies, Unravelling miracles"".",14.0,"Aaruush 16th EDITION
Tagline

The tagline of Aaruush '22 is ""Devising ideologies, Unravelling miracles"".","1. What is the tagline of Aaruush '22?
2. What does the tagline mean?","1. The tagline of Aaruush '22 is ""Devising ideologies, Unravelling miracles"".
2. The tagline means that the participants of Aaruush '22 will be exploring new ideologies and unraveling the mysteries of life.",
Aaruush 16th EDITION,Main Days,The Main Days of Aaruush '22 are going to be held from the 27th of October till the 30th,19.0,"Aaruush 16th EDITION
Main Days

The Main Days of Aaruush '22 are going to be held from the 27th of October till the 30th","1. When is the event going to take place?
2. What are the main days?
3. What is the event?","1. The event is going to take place from the 27th of October till the 30th.
2. The main days are the 27th, 28th, 29th and 30th.
3. The event is a music festival.",
Aaruush 3rd EDITION,Aaruush Evolves,"Aaruush stepped up and evolved into a full-fledged Techno-Management Fest. It received nationwide participation and with an updated line-up of domain events, staying true to its motto, Aaruush made its way ‘Towards Infinity”. The highlighted Industrial expo consisted of demonstrations by DRDO's CVRDE, Electronics Test and Development Centre, and Centre for Wind Energy Technology from the Central Government.",68.0,"Aaruush 3rd EDITION
Aaruush Evolves

Aaruush stepped up and evolved into a full-fledged Techno-Management Fest. It received nationwide participation and with an updated line-up of domain events, staying true to its motto, Aaruush made its way ‘Towards Infinity”. The highlighted Industrial expo consisted of demonstrations by DRDO's CVRDE, Electronics Test and Development Centre, and Centre for Wind Energy Technology from the Central Government.","1. What is the motto of Aaruush?
2. What was the highlight of the Industrial Expo at Aaruush?
3. Who were the participants in Aaruush?","1. The motto of Aaruush is ""Towards Infinity"".
2. The highlight of the Industrial Expo at Aaruush was demonstrations by DRDO's CVRDE, Electronics Test and Development Centre, and Centre for Wind Energy Technology from the Central Government.
3. The participants in Aaruush were nationwide.",
Aaruush 4th EDITION,Hosting Reputed Author,"Aaruush 2010 had the privilege of hosting reputed author, Mr Chetan Bhagat for the Main Quiz. The Arjuna Tank of the Indian Army was exhibited at the Expo as the highlight of the event.",37.0,"Aaruush 4th EDITION
Hosting Reputed Author

Aaruush 2010 had the privilege of hosting reputed author, Mr Chetan Bhagat for the Main Quiz. The Arjuna Tank of the Indian Army was exhibited at the Expo as the highlight of the event.","1. What is the name of the author who was hosted by Aaruush?
2. What is the name of the event at which the author was hosted?
3. What was the highlight of the event at which the author was hosted?","1. The name of the author who was hosted by Aaruush is Chetan Bhagat.
2. The event at which the author was hosted is Aaruush.
3. The highlight of the event at which the author was hosted is the Arjuna Tank of the Indian Army.",
Aaruush 5th EDITION,Recognized by Reputed Organizations,"Aaruush received recognition from internationally reputed organisations such as IEEE, DRDO, PETA, WWF, European Space Agency and tie-ups with HOPE, Fifth Pillar, Aid India, and India Against Corruption among others. This edition hosted the likes of Mr Kabbalah, the Quiz Master and Dr S Christopher, Systems Director at the Centre for Air Borne.",64.0,"Aaruush 5th EDITION
Recognized by Reputed Organizations

Aaruush received recognition from internationally reputed organisations such as IEEE, DRDO, PETA, WWF, European Space Agency and tie-ups with HOPE, Fifth Pillar, Aid India, and India Against Corruption among others. This edition hosted the likes of Mr Kabbalah, the Quiz Master and Dr S Christopher, Systems Director at the Centre for Air Borne.","1. What is the name of the quiz master at Aaruush 5th edition?
2. What are some of the internationally reputed organisations that have recognised Aaruush?
3. What are some of the tie-ups that Aaruush has with other organisations?","1. The quiz master at Aaruush 5th edition is Mr Kabbalah.
2. Some of the internationally reputed organisations that have recognised Aaruush are IEEE, DRDO, PETA, WWF, European Space Agency, and tie-ups with HOPE, Fifth Pillar, Aid India, and India Against Corruption.
3. Some of the tie-ups that Aaruush has with other organisations are IEEE, DRDO, PETA, WWF, European Space Agency, and tie-ups with HOPE, Fifth Pillar, Aid India, and India Against Corruption.",
